Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
GEN-2023-064,,DISIS-2023-001,04 SOUTHEAST,LeFlore,OK,SWPA,8/1/2028,12/1/2029,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,RS Kerr-Stigler 161 kV line,10/2/2023,,IA PENDING,,,
GEN-2023-063,,DISIS-2023-001,04 SOUTHEAST,Rogers,OK,AEP,8/1/2028,12/1/2028,,,135.00,135.00,135.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Catoosa - Owasso 88th 138 kV line,10/2/2023,,IA PENDING,,,
GEN-2023-061,,DISIS-2023-001,03 CENTRAL,Jasper,MO,SWPA,9/30/2027,12/31/2029,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Carthage 161 kV Substation,10/2/2023,,IA PENDING,,,
GEN-2023-059,,DISIS-2023-001,04 SOUTHEAST,Harrison and Panola,TX,AEP,9/30/2026,4/30/2029,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar\RECIP Gas,Tap Rockhill to South Shreveport 138 kV line,9/11/2023,,IA PENDING,,,
GEN-2023-057,,DISIS-2023-001,04 SOUTHEAST,Pawnee,OK,GRDA,12/28/2027,5/31/2028,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Pawnee Switch 138 kV,10/2/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2023-055,,DISIS-2023-001,04 SOUTHEAST,Mayes County,OK,GRDA,12/28/2027,6/1/2029,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Kerr Grove 161 kV,10/2/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2023-038,,DISIS-2023-001,04 SOUTHEAST,Coal,OK,OGE,5/24/2026,9/1/2026,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Solar,,Lula 138 kV Substation,10/2/2023,,IA PENDING,,,
GEN-2023-037,,DISIS-2023-001,03 CENTRAL,Wyandotte ,KS,KACY,4/15/2028,7/1/2028,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Nearman 161 kV Substation,10/2/2023,,IA PENDING,,,
GEN-2023-035,,DISIS-2023-001,04 SOUTHEAST,Grady,OK,WFEC,5/4/2026,9/1/2026,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Solar,,Cleveland - Amber Tap 138 kV Line,10/2/2023,,IA PENDING,,,
GEN-2023-034,,DISIS-2023-001,03 CENTRAL,Sedgwick,KS,WERE,5/24/2026,9/1/2026,,,130.00,130.00,130.00,ER/NR,0.00,0.00,0.00,Solar,,Clear Water - Waco 138 kV line,10/2/2023,,IA PENDING,,,
GEN-2023-033,,DISIS-2023-001,03 CENTRAL,Clay,MO,WERE,4/15/2028,7/1/2028,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Liberty South 161 kV Substation,10/2/2023,,IA PENDING,,,
GEN-2023-015,,DISIS-2023-001,03 CENTRAL,Finney County,KS,SPS,5/4/2026,9/1/2026,,,330.00,330.00,330.00,ER/NR,0.00,0.00,0.00,Solar,,Finney-Carpenter 345 KV line,10/2/2023,,FACILITY STUDY STAGE,,,
GEN-2022-GR1,,Replacement,04 SOUTHEAST,Hallsville,TX,AEP,3/30/2026,12/15/2027,3/31/2023,,513.00,510.00,513.00,ER,0.00,0.00,0.00,Thermal,Gas,Pirkey 138 kV,3/23/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-238,,DISIS-2022-001,04 SOUTHEAST,Pottawatomie,OK,OGE,3/1/2028,12/31/2029,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Maud 138 kV substation,2/28/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-235,,DISIS-2022-001,04 SOUTHEAST,Canadian,OK,WFEC,3/1/2028,7/31/2029,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,El Reno SW 138 kV ,2/28/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-214,,DISIS-2022-001,03 CENTRAL,Sumner,KS,WERE,5/1/2027,6/15/2030,,,239.00,239.00,239.00,ER,0.00,0.00,0.00,Solar,,Gill - Viola 138 kV Line Break,3/2/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-176,,DISIS-2022-001,04 SOUTHEAST,Nowata,OK,AEP,4/1/2026,12/31/2028,,,215.00,215.00,215.00,ER/NR,0.00,0.00,0.00,Wind,,Northeastern - Delaware 345 kV transmission line,2/17/2023,,IA PENDING,,,
GEN-2022-161,,DISIS-2022-001,03 CENTRAL,Butler,KS,WERE,12/31/2026,8/31/2029,,,360.00,360.00,360.00,ER,0.00,0.00,0.00,Wind,,Burns 345kV Substation,2/24/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-156,,DISIS-2022-001,04 SOUTHEAST,Creek,OK,GRDA,9/15/2026,6/1/2029,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Battery/Storage,,Silver City 138 kV Substation,2/24/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-155,,DISIS-2022-001,04 SOUTHEAST,Oklahoma,OK,OGE,9/15/2026,5/1/2029,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Battery/Storage,,Horseshoe Lake 138 kV Substation,2/24/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-154,,DISIS-2022-001,04 SOUTHEAST,Cleveland,OK,WFEC,9/15/2026,9/19/2029,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Battery/Storage,,Canadian Switch 138 kV Substation,2/24/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-147,,DISIS-2022-001,05 SOUTHWEST,Hale,TX,SPS,2/27/2024,12/11/2026,,,203.00,196.00,203.00,ER,0.00,0.00,0.00,Thermal,CTG,Tuco 345kV,2/21/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-145,,DISIS-2022-001,04 SOUTHEAST,Cluster,OK,AEP,9/15/2027,12/31/2030,,,180.00,180.00,180.00,ER,0.00,0.00,0.00,Battery/Storage,,Weatherford Jct. to Hinton 138 kV line,2/21/2023,,IA PENDING,,,
GEN-2022-144,,DISIS-2022-001,03 CENTRAL,Jackson,MO,KCPL,9/15/2027,12/31/2030,,,200.00,210.40,210.40,ER,0.00,0.00,0.00,Battery/Storage,,Blue Mills BESS 161kV Substation,2/21/2023,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2022-143,,DISIS-2022-001,04 SOUTHEAST,Marshall,OK,OGE,9/15/2027,12/31/2030,,,200.00,210.40,210.40,ER,0.00,0.00,0.00,Battery/Storage,,Caney Creek 138 kV Substation,2/21/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-142,,DISIS-2022-001,03 CENTRAL,Clay,MO,KCPL,9/15/2027,12/31/2030,,,200.00,210.40,210.40,ER,0.00,0.00,0.00,Battery/Storage,,Shoal Creek 161 kV Substation,2/21/2023,,IA PENDING,,,
GEN-2022-139,,DISIS-2022-001,04 SOUTHEAST,Harrison,TX,AEP,9/15/2027,12/31/2030,,,300.00,315.70,315.70,ER,0.00,0.00,0.00,Battery/Storage,,Pirkey 345kV Substation,2/21/2023,,IA PENDING,,,
GEN-2022-136,,DISIS-2022-001,04 SOUTHEAST,Bryan,OK,WFEC,9/15/2027,12/31/2030,,,180.00,180.00,180.00,ER,0.00,0.00,0.00,Battery/Storage,,Colbert 138 kV Substation,2/21/2023,,IA PENDING,,,
GEN-2022-130,,DISIS-2022-001,04 SOUTHEAST,Sebastian,AR,OGE,9/15/2027,12/31/2030,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Battlefield BESS 161kV,2/21/2023,,IA PENDING,,,
GEN-2022-111,,DISIS-2022-001,04 SOUTHEAST,Marion,TX,AEP,6/30/2026,4/1/2027,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Wilkes 345 kV Substation,2/10/2023,,FACILITY STUDY STAGE,,,
GEN-2022-104,,DISIS-2022-001,04 SOUTHEAST,Bryan,OK,WFEC,11/3/2025,4/8/2029,,,113.08,113.08,113.08,ER/NR,0.00,0.00,0.00,Solar,,Brown - South Coleman Junction 138kV line,1/26/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-102,,DISIS-2022-001,03 CENTRAL,Clay,MO,KCPL,10/1/2026,1/1/2027,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Liberty West 161 kV,1/6/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-100,,DISIS-2022-001,03 CENTRAL,Cooper ,MO,KCPL,8/1/2025,4/28/2029,,,80.00,80.00,80.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Overton - Sedalia East 161 kV Substation,3/24/2023,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-098,,DISIS-2022-001,04 SOUTHEAST,Johnston ,OK,OGE,3/1/2024,5/1/2029,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Solar,,Bison 345kV Substation,12/6/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-083,,DISIS-2022-001,01 NORTH,Williams,ND,BEPC,6/1/2025,2/1/2025,,,250.00,250.00,265.00,ER,0.00,0.00,0.00,Thermal,CTG,Judson Substation 345 kV,10/21/2022,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2022-075,,DISIS-2022-001,03 CENTRAL,Ellis,KS,ITCGP,9/3/2027,11/19/2027,,,175.00,175.00,175.00,ER/NR,0.00,0.00,0.00,Solar,,Tap on the Spearville - Post Rock 345kV line,9/2/2022,,IA PENDING,,,
GEN-2022-073,,DISIS-2022-001,03 CENTRAL,Kay,MO,KCPL,4/1/2025,5/1/2029,,,300.00,300.00,300.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Nashua-Smithville 161kV,9/2/2022,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2022-071,,DISIS-2022-001,04 SOUTHEAST,Pittsburg,OK,AEP,11/3/2025,6/1/2028,,,90.82,90.82,90.82,ER/NR,0.00,0.00,0.00,Solar,,Talawanda to Canadian River 138 kV Line Tap,8/12/2022,,IA PENDING,,,
GEN-2022-065,,DISIS-2022-001,03 CENTRAL,Edwards,KS,SUNC,9/4/2027,11/19/2027,,,145.00,145.00,145.00,ER/NR,0.00,0.00,0.00,Solar,,tap on Arthur Mullergreen-Spearville 230 kV line,7/25/2022,,IA PENDING,,,
GEN-2022-055,,DISIS-2022-001,04 SOUTHEAST,Grady,OK,WFEC,4/1/2025,8/26/2029,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Solar,,Sunshine North to Anadarko 138 kV,6/23/2022,,IA PENDING,,,
GEN-2022-054,,DISIS-2022-001,03 CENTRAL,Bourbon,KS,NEET,4/1/2025,7/20/2030,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Solar,,Wolf Creek - Blackberry 345 kV Tap,6/23/2022,,IA PENDING,,,
GEN-2022-038,,DISIS-2022-001,04 SOUTHEAST,Harrison,TX,AEP,4/1/2025,4/22/2029,,,180.00,180.00,180.00,ER,0.00,0.00,0.00,Solar,,Longwood to Scottville 138 kV line,6/23/2022,,IA PENDING,,,
GEN-2022-024,,DISIS-2022-001,03 CENTRAL,Bourbon,KS,WERE,6/1/2024,9/30/2029,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Tap of Neosho - LaCygne 345 kV Line,6/10/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-017,,DISIS-2022-001,04 SOUTHEAST,Woodward,OK,OGE,6/6/2024,12/31/2028,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Woodward 345kV Substation,6/8/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-016,,DISIS-2022-001,04 SOUTHEAST,Woodward,OK,OGE,6/1/2024,12/31/2028,,,288.00,288.00,288.00,ER/NR,0.00,0.00,0.00,Solar,,Woodward 345kV Substation,6/8/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-015,,DISIS-2022-001,03 CENTRAL,Decatur,KS,SUNC,6/1/2024,8/15/2029,,,270.00,270.00,270.00,ER/NR,0.00,0.00,0.00,Solar,,Tap of Mingo - Red Willow 345 kV Line,6/8/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-013,,DISIS-2022-001,03 CENTRAL,Bourbon,KS,WERE,6/1/2024,9/30/2028,,,300.00,300.00,300.00,ER/NR,0.00,0.00,0.00,Solar,,Tap of Neosho - LaCygne 345 kV Line,6/8/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-012,,DISIS-2022-001,04 SOUTHEAST,Woodward ,OK,OGE,6/1/2024,12/31/2028,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Woodward 345 kV Substation,6/8/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-010,,DISIS-2022-001,01 NORTH,Williams,ND,BEPC,7/1/2023,2/1/2025,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Thermal,,Judson Substation 345 kV,5/26/2022,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2022-009,,DISIS-2022-001,01 NORTH,Williams,ND,BEPC,7/1/2023,4/11/2025,,,125.00,125.00,125.00,ER,0.00,0.00,0.00,Thermal,,Judson Substation 345 kV,5/26/2022,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2022-007,,DISIS-2022-001,03 CENTRAL,Lyon,KS,WERE,5/1/2025,3/31/2029,,,135.00,135.00,135.00,ER/NR,0.00,0.00,0.00,Solar,,Lang - Reading 115 kV Transmission Line,5/26/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-006,,DISIS-2022-001,03 CENTRAL,Labette,KS,WERE,4/1/2025,12/31/2029,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Solar,,Neosho - N345  161 kV Substation,5/25/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2022-004,,DISIS-2022-001,03 CENTRAL,Sedgwick,KS,WERE,8/1/2025,12/31/2029,,,33.00,33.00,33.00,ER/NR,0.00,0.00,0.00,Solar,,Murray Gill 138 kV Substation,5/26/2022,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-SR9,,Surplus,,Kansas City,MO,KCPL,,1/11/2023,,,10.00,10.00,10.00,ER/NR,0.00,0.00,0.00,Solar,,Hawthorn Power Plant,8/24/2021,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2021-SR8,,Surplus,03 CENTRAL,Harper,KS,WERE,11/1/2023,11/1/2023,,,42.00,42.00,42.00,ER,0.00,0.00,0.00,Solar,,Viola 345kV,5/13/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-108,,DISIS-2021-001,02 NEBRASKA,Cass,NE,OPPD,5/27/2025,5/15/2030,,,182.25,182.25,182.25,ER/NR,0.00,0.00,0.00,Solar,,OPPD 345KV Cass County Substation,5/20/2021,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2021-107,,DISIS-2021-001,03 CENTRAL,Pottawatomie,KS,WERE,10/1/2026,10/31/2031,,,201.60,201.60,201.60,ER,0.00,0.00,0.00,Solar,,Evergy 345kV Jeffrey Energy Center,5/20/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-103,,DISIS-2021-001,03 CENTRAL,Johnson,KS,WERE,8/1/2025,3/31/2030,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Evergy's Atlantic Substation115kV bus,5/25/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-101,,DISIS-2021-001,03 CENTRAL,Douglas,KS,WERE,8/1/2025,3/31/2028,,,159.00,159.00,159.00,ER/NR,0.00,0.00,0.00,Solar,,Evergy's Midland Substation 115kV bus,5/25/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-096,,DISIS-2021-001,03 CENTRAL,Coffey,KS,WERE,5/1/2026,12/1/2030,,,500.00,500.00,500.00,ER/NR,0.00,0.00,0.00,Solar,,Wolf Creek - Benton 345 kV,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-090,,DISIS-2021-001,05 SOUTHWEST,Yoakum,TX,SPS,6/15/2022,6/30/2028,,,400.00,400.00,400.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Yoakum 345kV Substation,4/30/2021,,IA PENDING,,,
GEN-2021-088,,DISIS-2021-001,04 SOUTHEAST,Cleveland,OK,OGE,12/21/2025,12/31/2027,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Cedar Lane - Canadian 138 kV Transmission Line,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-077,,DISIS-2021-001,03 CENTRAL,Pettis,MO,GMO,7/1/2025,4/11/2030,,,95.00,95.00,95.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Windsor to AEC Sedalia 161 kV,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-070,,DISIS-2021-001,03 CENTRAL,Hodgeman and Ford,KS,SUNC,8/1/2027,9/15/2030,,,504.00,504.00,504.00,ER,0.00,0.00,0.00,Wind,,SUNC Spearville - Holcomb 345kV,4/26/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-069,,DISIS-2021-001,03 CENTRAL,Hodgeman and Ford,KS,SUNC,8/1/2027,9/15/2030,,,249.60,249.60,249.60,ER,0.00,0.00,0.00,Wind,,SUNC Spearville - Holcomb 345kV,4/26/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-068,,DISIS-2021-001,03 CENTRAL,Hodgeman and Ford,KS,SUNC,9/1/2025,9/15/2030,,,249.60,249.60,249.60,ER,0.00,0.00,0.00,Wind,,SUNC Spearville - Holcomb 345kV,4/26/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-064,,DISIS-2021-001,04 SOUTHEAST,Caddo,OK,AEP,10/25/2025,7/15/2028,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Carnegie South 138kV,4/28/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-063,,DISIS-2021-001,04 SOUTHEAST,McCurtain,OK,AEP,10/25/2025,12/31/2027,,,155.00,155.00,155.00,ER/NR,0.00,0.00,0.00,Hybrid,Solar/Storage,Craig JCT 138kV,4/28/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-056,,DISIS-2021-001,03 CENTRAL,Harper and Kingman,KS,WERE,,12/31/2030,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Viola 345kV Substation,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-053,,DISIS-2021-001,04 SOUTHEAST,Muskogee,OK,OGE,,6/15/2031,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Solar,,Pecan Creek 345 kV Substation,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-052,,DISIS-2021-001,04 SOUTHEAST,Muskogee,OK,OGE,,6/15/2031,,,75.00,75.00,75.00,ER,0.00,0.00,0.00,Battery/Storage,,Pecan Creek 345kV substation,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-049,,DISIS-2021-001,02 NEBRASKA,Lancaster,NE,LES,7/31/2025,9/1/2029,,,225.00,225.00,225.00,ER/NR,0.00,0.00,0.00,Solar,,Wagener 115kV Substation,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-048,,DISIS-2021-001,02 NEBRASKA,Lancaster,NE,LES,7/31/2025,9/1/2029,,,75.00,75.00,75.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Wagener 115kV Substation,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-047,,DISIS-2021-001,04 SOUTHEAST,Mayes,OK,GRDA,3/1/2026,12/1/2028,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Solar,,Tulsa (Bus #509852) - Igloo (Bus #513596)  345kV line,4/29/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-043,,DISIS-2021-001,02 NEBRASKA,Lancaster,NE,LES,2/1/2026,5/31/2030,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Battery/Storage,,"8000 SW 12th (Rokeby) Station, 115kV Bus",4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-042,,DISIS-2021-001,03 CENTRAL,Jackson ,MO,INDN,2/1/2025,5/31/2028,,,50.00,50.00,50.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,"Independence Power & Light, Blue Valley Substation, 161kV Bus",4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-041,,DISIS-2021-001,04 SOUTHEAST,Canadian,OK,OGE,2/1/2025,12/16/2027,,,100.00,100.66,100.66,ER/NR,0.00,0.00,0.00,Battery/Storage,,Mustang 138kV Substation,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-040,,DISIS-2021-001,02 NEBRASKA,Cass,NE,OPPD,2/1/2025,11/30/2029,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Battery/Storage,,"OPPD District, Cass County Power Plant Substation, 345kV Bus",4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-039,,DISIS-2021-001,02 NEBRASKA,Douglas,NE,OPPD,2/1/2025,5/31/2030,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Battery/Storage,,New 161kV substation looping in OPPD 161kV lines S1211 to S1220 and S1211 to S1299,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-038,,DISIS-2021-001,04 SOUTHEAST,Titus,TX,AEP,2/1/2026,5/1/2029,,,200.00,201.32,201.32,ER/NR,0.00,0.00,0.00,Battery/Storage,,Welsh 345kV Substation,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-036,,DISIS-2021-001,04 SOUTHEAST,Little River,AR,AEP,10/29/2025,11/30/2027,,,204.12,204.12,204.12,ER/NR,0.00,0.00,0.00,Solar,,Craig to Patterson 138 kV Transmission Line,5/14/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-035,,DISIS-2021-001,03 CENTRAL,Grant,KS,SUNC,10/29/2025,12/31/2031,,,113.00,113.00,113.00,ER,0.00,0.00,0.00,Solar,,Tap Sunflower Santana 115kV Transmission Line,5/14/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-034,,DISIS-2021-001,02 NEBRASKA,Lancaster,NE,LES,10/31/2027,4/1/2030,,,113.00,113.00,113.00,ER,0.00,0.00,0.00,Solar,,Rokeby 115 kV Substation,5/13/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-033,,DISIS-2021-001,04 SOUTHEAST,Franklin,AR,OGE,7/1/2027,12/31/2028,,,204.12,204.12,204.12,ER,0.00,0.00,0.00,Solar,,Branch 161kV Substation ,5/14/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-030,,DISIS-2021-001,03 CENTRAL,Linn KS and Bates MO,KS,KCPL,9/28/2026,12/31/2029,,,510.30,510.30,510.30,ER,0.00,0.00,0.00,Solar,,Evergy Tap the La Cygne to Stillwel 345 kV Line,5/14/2021,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2021-029,,DISIS-2021-001,03 CENTRAL,Linn KS and Bates MO,KS,KCPL,7/1/2026,12/31/2029,,,253.80,253.80,253.80,ER,0.00,0.00,0.00,Battery/Storage,,Evergy Tap the  La Cygne to Stillwel 345 kV Line,5/14/2021,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2021-027,,DISIS-2021-001,02 NEBRASKA,Lancaster,NE,NPPD,7/1/2026,6/1/2029,,,102.06,102.06,102.06,ER,0.00,0.00,0.00,Solar,,Olive Creek 115 kV Substation,5/14/2021,,IA FULLY EXECUTED/ON SUSPENSION,,,
GEN-2021-025,,DISIS-2021-001,04 SOUTHEAST,Woodward,OK,WFEC,10/31/2025,5/3/2029,,,203.04,203.04,203.04,ER,0.00,0.00,0.00,Wind,,Western Farmers 138kV Mooreland Substation,5/14/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-023,,DISIS-2021-001,04 SOUTHEAST,Grant,KS,WERE,9/30/2026,11/30/2030,,,306.18,306.18,306.18,ER,0.00,0.00,0.00,Solar,,Wild Plains 345kV Substation,5/14/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-021,,DISIS-2021-001,03 CENTRAL,Stevens,KS,SPS,9/1/2026,12/31/2029,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Wind,,Carpenter 345 kV Substation,4/20/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-019,,DISIS-2021-001,04 SOUTHEAST,Noble,OK,OGE,4/1/2027,12/31/2028,,,74.90,75.89,75.89,ER/NR,0.00,0.00,0.00,Battery/Storage,,Sooner 345 kV,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-018,,DISIS-2021-001,04 SOUTHEAST,Noble,OK,OGE,4/1/2027,12/31/2028,,,231.00,235.35,235.35,ER,0.00,0.00,0.00,Solar,,Sooner 345 kV,4/30/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-006,,DISIS-2021-001,03 CENTRAL,Labette,KS,WERE,10/1/2025,7/15/2029,,,300.00,300.00,300.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,"Neosho 345kV substation in Labette County, KS",5/7/2021,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2021-001,,DISIS-2021-001,04 SOUTHEAST,Bryan,OK,OGE,9/25/2024,12/1/2029,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,138kV Brown Substation,12/29/2020,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2020-SR2,,Surplus,04 SOUTHEAST,Johnston,OK,OGE,12/1/2021,3/31/2026,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Brown 138kV,8/4/2020,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2020-094,,DISIS-2020-001,02 NEBRASKA,Syracuse,NE,OPPD,4/2/2023,2/15/2030,,,250.00,250.00,250.00,ER/NR,0.00,0.00,0.00,Solar,,Neb. City - 103rd & Rokeby 345 kV,4/30/2020,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2020-092,,DISIS-2020-001,04 SOUTHEAST,Mayes County,OK,AEP,11/2/2025,11/18/2028,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Solar,,Pryor Junction - Midwest Carbide 138kV line ,4/30/2020,,IA FULLY EXECUTED/ON SCHEDULE,,,
